timestamp,FVNT_V(V),OBVTC(K),ETC21(K),OFMTC(K),FPUMP_I(A),FTPT(psi),ETC4(K),ETC1(K),OVNT_I(A),PUF_I(A),ETC10(K),Thrust(lbf),FBANG_V(V),FRUNPT(psi),ETC2(K),LN2FILL_I(A),FVNT_I(A),FMV_I(A),OPV_V(V),Sense(V),CHPT2(psi),ETC7(K),OTTC3(K),OFILL_I(A),OPV_I(A),ETC14(K),FIPT(psi),PUISO2_I(A),ETC20(K),OMV_I(A),ODP(psi),OTTC2(K),Deluge_V(V),Ignitor_I(A),ETC12(K),OBV_I(A),PUISO2_V(V),FSISO2_V(V),ETC18(K),PUO_V(V),ORUNPT(psi),FMV_V(V),OBV_V(V),FPV_I(A),FBANG_I(A),OTPT(psi),OIPT(psi),FPV_V(V),PRPTO(psi),OTBTC(K),OVNT_V(V),Deluge_I(A),OFILL_V(V),ETC8(K),CHPT1(psi),FPUMP_V(V),LN2FILL_V(V),ETC6(K),FSISO2_I(A),PNPT(psi),Ignitor_V(V),OBANG_I(A),OITC(K),PRISO2_I(A),PUO_I(A),PRPT2(psi),PRISO2_V(V),PUPT2(psi),OMV_V(V),ETC13(K),OBANG_V(V),ETC16(K),PUF_V(V),OLVL(psi),FPUMP,FVNT,OBANG,OPV,OMV,FMV,OFILL,Deluge,FSISO2,Ignitor,FPV,PUF,PRISO2,PUISO2,PUO,LN2FILL,OVNT,OBV,FBANG
1757804420,23.789,295.301,287.651,90.744,-0.003,-3.761,287.759,288.147,0.102,0.094,289.437,-27.021,0.212,-0.829,288.207,0,0.103,0.002,23.765,4.405,-0.948,73.859,78.204,0.002,0.096,285.897,-6.289,0.002,288.165,0.002,-36.692,85.006,28.525,-0.003,288.046,0.096,1.656,23.79,286.672,23.747,2.557,1.69,23.737,0.097,0.006,43.97,-4.858,23.767,57.989,294.046,23.787,-0.002,1.647,288.131,-3.69,27.94,1.681,286.999,0.097,120.166,27.94,0.006,288.165,0.001,0.092,1500.874,1.656,-1.806,1.689,287.867,0.226,285.122,23.728,-37.818,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804420,23.789,295.301,287.651,90.744,-0.003,-3.761,287.759,288.147,0.102,0.094,289.437,-27.021,0.212,-0.829,288.207,0,0.103,0.002,23.765,4.405,-0.948,73.859,78.204,0.002,0.096,285.897,-6.289,0.002,288.165,0.002,-36.692,85.006,28.525,-0.003,288.046,0.096,1.656,23.79,286.672,23.747,2.557,1.69,23.737,0.097,0.006,43.97,-4.858,23.767,57.989,294.046,23.787,-0.002,1.647,288.131,-3.69,27.94,1.681,286.999,0.097,120.166,27.94,0.006,288.165,0.001,0.092,1500.874,1.656,-1.806,1.689,287.867,0.226,285.122,23.728,-37.818,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804420,23.789,295.476,287.68,90.806,-0.002,-3.761,287.578,288.176,0.102,0.094,289.465,-22.252,0.214,-0.924,288.354,0,0.102,0.002,23.761,4.405,-0.948,73.779,78.127,0.002,0.096,286.139,-6.289,0.001,287.986,0.002,-36.756,85.345,27.031,-0.002,287.986,0.096,1.654,23.789,286.556,23.736,2.485,1.692,23.733,0.097,0.006,43.875,-4.715,23.765,58.061,294.046,23.788,-0.002,1.649,287.978,-3.618,27.56,1.683,286.965,0.097,120.249,27.56,0.006,287.986,0.002,0.091,1500.635,1.656,-1.806,1.689,287.748,0.226,285.244,23.728,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804420,23.791,295.329,287.649,90.608,-0.002,-3.785,287.668,288.054,0.102,0.094,289.375,-23.842,0.214,-0.853,288.173,0,0.102,0.002,23.761,4.405,-1.115,73.618,77.757,0.002,0.096,285.929,-6.336,0.001,287.955,0.002,-36.774,85.137,27.031,-0.002,288.014,0.096,1.656,23.791,286.584,23.741,2.962,1.692,23.734,0.097,0.006,43.946,-4.786,23.765,58.013,294.046,23.791,-0.002,1.649,288.278,-3.666,27.56,1.683,286.968,0.097,120.38,27.56,0.006,287.955,0.001,0.092,1501.946,1.655,-1.759,1.693,287.776,0.226,285.213,23.734,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804420,23.786,295.419,287.649,90.608,-0.002,-3.857,287.64,288.176,0.102,0.094,289.375,-23.842,0.214,-0.853,287.997,0,0.102,0.002,23.761,4.405,-1.329,73.779,77.757,0.002,0.096,285.929,-6.312,0.001,287.955,0.002,-36.774,85.137,27.031,-0.002,288.014,0.096,1.653,23.792,286.584,23.741,2.962,1.692,23.734,0.097,0.006,43.899,-4.81,23.765,58.061,294.046,23.786,-0.002,1.649,288.221,-3.642,27.56,1.683,286.911,0.097,120.357,27.56,0.006,287.955,0.001,0.092,1501.231,1.654,-1.759,1.693,287.776,0.226,285.213,23.734,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804420,23.786,295.419,287.617,90.812,-0.002,-3.857,287.64,288.176,0.102,0.094,289.463,-23.842,0.214,-0.853,287.997,0,0.102,0.002,23.761,4.405,-1.329,73.779,78.281,0.002,0.096,286.198,-6.312,0.001,288.102,0.002,-36.81,85.215,27.031,-0.002,288.281,0.096,1.653,23.792,286.556,23.74,2.628,1.691,23.728,0.097,0.006,43.899,-4.81,23.765,58.061,294.046,23.786,-0.002,1.649,288.221,-3.642,27.56,1.683,286.911,0.097,120.357,27.56,0.006,288.102,0.001,0.092,1501.231,1.654,-1.806,1.689,287.924,0.226,285.125,23.734,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804420,23.793,295.27,287.441,90.936,-0.002,-3.904,287.49,288.204,0.101,0.094,289.644,-19.073,0.213,-0.9,288.145,0.001,0.102,0.002,23.765,4.405,-1.282,73.699,78.127,0.002,0.096,286.051,-6.217,0.001,288.224,0.002,-36.753,84.935,27.367,-0.002,288.105,0.096,1.656,23.793,286.468,23.742,3.272,1.69,23.733,0.097,0.006,43.851,-4.81,23.767,58.013,294.046,23.784,-0.002,1.648,288.131,-3.761,28.548,1.683,286.999,0.097,120.345,28.548,0.006,288.224,0.001,0.092,1502.066,1.652,-1.711,1.687,287.986,0.227,285.454,23.733,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804420,23.787,295.298,287.77,90.806,-0.002,-3.833,287.578,288.295,0.102,0.094,289.497,-17.484,0.213,-0.853,288.116,0.001,0.103,0.002,23.765,4.405,-1.353,73.779,78.42,0.002,0.096,286.079,-6.336,0.002,287.989,0.002,-36.785,84.935,27.367,-0.002,288.048,0.096,1.653,23.788,286.437,23.746,2.271,1.691,23.734,0.097,0.006,43.851,-4.786,23.767,58.061,294.046,23.785,-0.002,1.648,288.278,-3.594,28.548,1.683,286.968,0.097,120.357,28.548,0.006,287.989,0.001,0.092,1499.92,1.656,-1.83,1.691,287.81,0.227,285.185,23.729,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804420,23.787,295.298,287.77,90.806,-0.002,-3.833,287.578,288.295,0.102,0.094,289.497,-17.484,0.213,-0.853,288.116,0.001,0.103,0.002,23.765,4.405,-1.353,73.779,78.42,0.002,0.096,286.079,-6.336,0.002,287.989,0.002,-36.785,84.935,27.367,-0.002,288.048,0.096,1.653,23.788,286.437,23.746,2.271,1.691,23.734,0.097,0.006,43.851,-4.786,23.767,58.061,294.046,23.785,-0.002,1.648,288.278,-3.594,28.548,1.683,286.968,0.097,120.357,28.548,0.006,287.989,0.001,0.092,1499.92,1.656,-1.83,1.691,287.81,0.227,285.185,23.729,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804420,23.789,295.298,287.77,90.806,-0.002,-3.857,287.578,288.269,0.102,0.094,289.497,-17.484,0.213,-0.853,288.448,0.001,0.103,0.002,23.765,4.405,-1.353,73.376,78.42,0.002,0.096,286.079,-6.336,0.002,287.989,0.002,-36.785,84.935,27.367,-0.002,288.048,0.096,1.653,23.794,286.437,23.746,2.271,1.691,23.734,0.097,0.006,43.875,-4.786,23.767,58.037,294.046,23.786,-0.002,1.648,288.278,-3.594,28.548,1.683,286.968,0.097,120.297,28.548,0.006,287.989,0.001,0.092,1501.946,1.656,-1.83,1.691,287.81,0.227,285.185,23.729,-37.818,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804420,23.787,295.538,287.802,90.614,-0.002,-3.857,287.64,288.238,0.102,0.094,289.528,-20.663,0.214,-0.876,288.179,0.001,0.102,0.002,23.76,4.405,-1.258,73.296,78.204,0.002,0.095,286.167,-6.312,0.001,288.434,0.002,-36.127,85.143,27.45,-0.002,288.077,0.096,1.653,23.786,286.465,23.743,2.604,1.691,23.739,0.098,0.006,43.922,-4.786,23.77,58.108,294.046,23.787,-0.002,1.647,288.159,-3.69,27.686,1.68,286.849,0.097,120.309,27.686,0.006,288.434,0.001,0.092,1500.635,1.656,-1.759,1.689,288.017,0.226,285.094,23.736,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804420,23.793,295.388,287.62,90.682,-0.002,-3.785,287.668,288.508,0.102,0.094,289.525,-20.663,0.214,-0.781,288.21,0.001,0.102,0.002,23.76,4.405,-0.9,73.376,77.987,0.002,0.095,286.108,-6.336,0.002,288.077,0.002,-36.788,84.666,27.45,-0.002,288.196,0.096,1.655,23.796,286.644,23.748,2.771,1.69,23.735,0.098,0.006,43.899,-4.858,23.77,58.013,294.046,23.786,-0.002,1.647,288.071,-3.737,27.686,1.68,286.999,0.097,120.273,27.686,0.006,288.077,0.001,0.092,1501.589,1.654,-1.782,1.685,287.839,0.226,285.034,23.729,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.793,295.628,287.501,90.806,-0.002,-3.785,287.731,288.508,0.102,0.094,289.346,-20.663,0.214,-0.781,288.21,0.001,0.102,0.002,23.76,4.405,-1.568,73.376,77.687,0.002,0.095,285.957,-6.336,0.002,287.748,0.002,-36.76,85.071,27.45,-0.002,288.046,0.096,1.655,23.796,286.553,23.739,2.509,1.693,23.733,0.098,0.006,43.899,-4.882,23.77,58.013,294.046,23.786,-0.002,1.647,288.131,-3.69,27.686,1.68,286.939,0.097,120.273,27.686,0.006,287.748,0.001,0.092,1501.589,1.654,-1.854,1.691,287.867,0.226,285.301,23.728,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.79,295.45,287.561,90.416,-0.002,-3.785,287.552,288.176,0.102,0.094,289.465,-20.663,0.213,-0.853,288.235,0.001,0.103,0.002,23.762,4.405,-0.972,73.779,77.98,0.002,0.096,286.048,-6.312,0.002,288.043,0.002,-36.824,85.345,27.45,-0.002,287.864,0.096,1.655,23.791,286.465,23.742,2.414,1.689,23.733,0.097,0.006,43.922,-4.906,23.77,58.061,294.046,23.785,-0.002,1.648,288.19,-3.642,27.686,1.681,286.999,0.097,120.333,27.686,0.006,288.043,0.001,0.092,1501.231,1.653,-1.854,1.691,287.924,0.227,285.213,23.729,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.791,295.329,287.739,90.744,-0.002,-3.833,287.668,288.267,0.102,0.094,289.584,-20.663,0.213,-0.876,288.088,0.001,0.102,0.002,23.762,4.405,-1.472,73.859,78.057,0.002,0.096,286.048,-6.336,0.001,288.312,0.002,-36.091,85.553,27.08,-0.002,288.074,0.096,1.656,23.796,286.584,23.744,3.248,1.692,23.738,0.097,0.006,43.827,-4.858,23.77,58.013,294.046,23.793,-0.002,1.648,288.071,-3.714,26.854,1.681,286.939,0.097,120.333,26.854,0.006,288.312,0.001,0.092,1500.516,1.654,-1.806,1.691,287.895,0.227,285.153,23.732,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.792,295.478,287.589,90.936,-0.002,-3.761,287.521,288.173,0.102,0.094,289.375,-22.252,0.213,-0.876,288.054,0.001,0.102,0.002,23.762,4.405,-1.306,73.618,78.127,0.002,0.096,286.139,-6.36,0.001,287.958,0.002,-36.788,85.071,27.08,-0.002,288.077,0.096,1.653,23.793,286.794,23.744,2.748,1.693,23.734,0.097,0.006,43.899,-4.786,23.77,57.989,294.046,23.796,-0.002,1.648,288.099,-3.714,26.854,1.681,286.849,0.097,120.464,26.854,0.006,287.958,0.001,0.092,1502.066,1.654,-1.878,1.689,287.898,0.227,285.304,23.728,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.794,295.388,287.711,90.484,-0.002,-3.881,287.609,288.028,0.102,0.094,289.437,-22.252,0.214,-0.805,288.267,0.001,0.103,0.002,23.761,4.405,-1.306,73.859,77.91,0.002,0.096,285.988,-6.241,0.001,287.717,0.002,-36.753,85.143,27.08,-0.002,288.014,0.096,1.656,23.794,286.584,23.741,2.199,1.69,23.737,0.097,0.006,43.922,-4.691,23.765,58.061,294.046,23.786,-0.002,1.646,288.159,-3.642,26.854,1.682,286.968,0.097,120.5,26.854,0.006,287.717,0.001,0.092,1502.066,1.656,-1.711,1.691,287.895,0.226,285.094,23.725,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.79,295.329,287.711,90.546,-0.002,-3.881,287.728,288.179,0.102,0.094,289.437,-22.252,0.214,-0.876,288.179,0.001,0.102,0.002,23.761,4.405,-1.163,73.296,78.127,0.002,0.096,285.96,-6.312,0.002,288.165,0.002,-36.581,85.345,27.714,-0.002,288.046,0.096,1.654,23.791,286.616,23.744,3.797,1.691,23.74,0.097,0.006,43.875,-4.763,23.765,58.061,294.046,23.793,-0.002,1.646,288.156,-3.618,27.805,1.682,287.024,0.097,120.44,27.805,0.006,288.165,0.001,0.092,1500.754,1.652,-1.782,1.688,287.926,0.226,285.125,23.727,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.796,295.507,287.683,90.416,-0.002,-3.714,287.668,288.057,0.102,0.094,289.409,-22.252,0.214,-0.924,288.235,0.001,0.103,0.002,23.761,4.405,-1.401,73.779,78.274,0.002,0.096,286.11,-6.336,0.002,288.462,0.002,-36.012,84.66,27.714,-0.002,288.105,0.096,1.654,23.792,286.706,23.745,2.938,1.689,23.733,0.097,0.006,43.946,-4.81,23.765,58.061,294.046,23.786,-0.002,1.646,288.068,-3.737,27.805,1.682,286.758,0.097,120.345,27.805,0.006,288.462,0.001,0.092,1501.112,1.657,-1.759,1.689,287.986,0.226,285.216,23.729,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.794,295.151,287.441,90.744,-0.002,-3.785,287.549,288.298,0.102,0.094,289.406,-23.842,0.214,-0.757,288.179,0.001,0.102,0.002,23.766,4.405,-1.258,73.296,78.351,0.002,0.096,285.869,-6.241,0.002,288.227,0.002,-36.792,85.69,27.714,-0.002,288.167,0.096,1.656,23.795,286.584,23.742,3.105,1.693,23.735,0.097,0.006,43.827,-4.763,23.765,58.037,294.046,23.786,-0.002,1.65,288.099,-3.761,27.805,1.68,286.908,0.097,120.44,27.805,0.006,288.227,0.001,0.092,1499.562,1.655,-1.806,1.691,288.048,0.227,285.034,23.731,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.794,295.151,287.441,90.744,-0.002,-3.785,287.549,288.295,0.102,0.094,289.406,-23.842,0.214,-0.757,288.176,0.001,0.103,0.002,23.766,4.405,-1.258,73.779,78.351,0.002,0.096,285.869,-6.241,0.002,288.227,0.002,-36.792,85.69,27.714,-0.002,288.167,0.096,1.653,23.791,286.584,23.742,3.105,1.693,23.735,0.097,0.006,44.018,-4.763,23.765,58.084,294.046,23.794,-0.002,1.65,288.099,-3.761,27.805,1.68,286.908,0.097,120.5,27.805,0.006,288.227,0.001,0.092,1501.47,1.653,-1.806,1.691,288.048,0.227,285.034,23.731,-37.818,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.794,295.151,287.62,90.874,-0.002,-3.785,287.549,288.295,0.102,0.094,289.287,-20.663,0.214,-0.781,288.176,0.001,0.103,0.002,23.766,4.405,-1.258,73.779,78.057,0.002,0.096,286.142,-6.241,0.002,287.563,0.002,-36.742,85.006,27.714,-0.002,288.099,0.096,1.653,23.791,286.618,23.747,2.628,1.688,23.734,0.097,0.006,44.018,-4.763,23.765,58.084,294.046,23.794,-0.002,1.65,288.099,-3.761,27.805,1.68,286.908,0.097,120.5,27.805,0.006,287.563,0.001,0.092,1501.47,1.653,-1.806,1.689,287.861,0.227,285.187,23.734,-37.818,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.794,295.625,287.439,90.744,-0.002,-3.785,287.609,288.179,0.102,0.093,289.522,-19.073,0.214,-0.805,288.298,0.001,0.102,0.002,23.766,4.405,-1.329,73.296,78.351,0.002,0.096,285.988,-6.312,0.002,288.431,0.002,-36.012,85.553,27.515,-0.002,288.014,0.096,1.65,23.794,286.644,23.744,2.867,1.689,23.734,0.097,0.006,43.946,-4.834,23.765,58.108,294.046,23.786,-0.002,1.65,288.162,-3.69,28.511,1.68,286.911,0.097,120.452,28.511,0.006,288.431,0.001,0.092,1501.708,1.654,-1.735,1.691,287.895,0.227,285.094,23.731,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.786,295.388,287.589,90.484,-0.002,-3.737,287.668,288.235,0.102,0.094,289.375,-22.252,0.214,-0.829,288.235,0.001,0.103,0.002,23.766,4.405,-1.377,73.779,78.643,0.002,0.096,286.017,-6.312,0.002,288.074,0.002,-36.753,85.28,27.515,-0.002,288.014,0.096,1.656,23.791,286.553,23.744,3.32,1.689,23.734,0.097,0.006,43.899,-4.691,23.765,58.108,294.046,23.785,-0.002,1.65,288.159,-3.714,28.511,1.68,286.968,0.097,120.345,28.511,0.006,288.074,0.001,0.092,1501.231,1.654,-1.711,1.69,287.717,0.227,285.122,23.727,-37.818,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.786,295.388,287.589,90.484,-0.002,-3.737,287.668,288.235,0.102,0.094,289.375,-22.252,0.212,-0.829,288.235,0,0.103,0.002,23.761,4.405,-1.186,73.779,78.643,0.002,0.096,286.017,-6.241,0.002,288.074,0.002,-36.753,85.28,27.515,-0.002,288.014,0.096,1.656,23.791,286.553,23.744,3.32,1.689,23.734,0.097,0.006,43.899,-4.739,23.767,58.108,294.046,23.785,-0.002,1.647,288.159,-3.666,28.511,1.679,286.968,0.097,120.345,28.511,0.006,288.074,0.001,0.092,1501.231,1.654,-1.711,1.69,287.717,0.227,285.122,23.727,-37.818,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.786,295.388,287.589,90.484,-0.002,-3.737,287.668,288.235,0.102,0.094,289.375,-22.252,0.212,-0.829,288.235,0,0.103,0.002,23.761,4.405,-1.186,73.779,78.643,0.002,0.096,286.017,-6.241,0.002,288.074,0.002,-36.753,85.28,27.515,-0.002,288.014,0.096,1.656,23.791,286.553,23.744,3.32,1.689,23.734,0.097,0.006,43.899,-4.739,23.767,58.108,294.046,23.785,-0.002,1.647,288.159,-3.666,28.511,1.679,286.968,0.097,120.345,28.511,0.006,288.074,0.001,0.092,1501.231,1.654,-1.711,1.69,287.717,0.227,285.122,23.727,-37.818,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.79,295.69,287.561,90.67,-0.002,-3.737,287.793,288.176,0.102,0.094,289.406,-22.252,0.212,-0.829,288.354,0,0.102,0.002,23.761,4.405,-1.091,73.779,77.973,0.002,0.096,286.048,-6.36,0.002,288.343,0.002,-36.027,85.202,27.612,-0.002,288.224,0.096,1.652,23.794,286.584,23.739,2.414,1.691,23.737,0.097,0.006,43.946,-4.81,23.767,58.037,294.046,23.789,-0.002,1.647,288.25,-3.666,27.593,1.679,287.058,0.097,120.607,27.593,0.006,288.343,0.001,0.092,1501.112,1.655,-1.806,1.693,288.105,0.227,285.213,23.73,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.792,295.478,287.592,90.546,-0.002,-3.857,287.759,288.176,0.101,0.094,289.497,-20.663,0.214,-0.853,288.235,0.001,0.102,0.002,23.763,4.405,-0.996,73.779,77.834,0.002,0.096,286.108,-6.098,0.002,288.556,0.002,-36.356,85.071,27.612,-0.002,288.139,0.096,1.652,23.796,286.584,23.74,3.344,1.691,23.734,0.097,0.006,43.899,-4.786,23.77,58.108,294.046,23.785,-0.002,1.647,288.128,-3.666,27.593,1.681,286.639,0.097,120.476,27.593,0.006,288.556,0.001,0.092,1500.039,1.657,-1.782,1.69,287.96,0.227,285.153,23.735,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.788,295.36,287.589,90.738,-0.002,-3.714,287.64,288.145,0.102,0.094,289.375,-23.842,0.214,-0.781,288.145,0.001,0.102,0.001,23.763,4.405,-1.139,73.699,77.757,0.002,0.096,286.139,-6.336,0.002,287.898,0.002,-36.738,85.137,27.612,-0.002,288.077,0.096,1.656,23.791,286.616,23.742,2.628,1.69,23.737,0.097,0.006,43.994,-4.834,23.77,58.061,294.046,23.791,-0.002,1.647,288.097,-3.69,27.593,1.681,286.786,0.097,120.535,27.593,0.006,287.898,0.001,0.091,1500.635,1.655,-1.759,1.688,288.017,0.227,285.006,23.731,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.796,295.597,287.68,90.936,-0.003,-3.785,287.58,288.116,0.102,0.094,289.465,-22.252,0.214,-0.781,288.116,0.001,0.102,0.002,23.763,4.405,-1.139,73.779,78.127,0.002,0.096,285.991,-6.193,0.001,288.312,0.002,-36.76,85.071,28.172,-0.003,288.133,0.096,1.654,23.793,286.528,23.741,3.01,1.689,23.735,0.097,0.006,43.946,-4.739,23.77,58.108,294.046,23.785,-0.002,1.647,288.19,-3.714,27.445,1.681,286.999,0.097,120.571,27.445,0.006,288.312,0.001,0.092,1501.708,1.655,-1.735,1.688,287.895,0.227,285.037,23.728,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.788,295.357,287.467,90.929,-0.003,-3.785,287.578,288.354,0.102,0.094,289.312,-20.663,0.214,-0.948,288.295,0.001,0.103,0.002,23.763,4.405,-1.425,73.779,77.973,0.002,0.096,285.957,-6.289,0.002,288.281,0.002,-36.259,84.928,28.172,-0.003,288.043,0.096,1.656,23.79,286.434,23.739,3.105,1.693,23.734,0.097,0.006,43.994,-4.882,23.77,58.108,294.046,23.79,-0.002,1.647,288.099,-3.594,27.445,1.681,286.908,0.097,120.607,27.445,0.006,288.281,0.001,0.092,1499.324,1.655,-1.806,1.691,287.864,0.227,285.122,23.731,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.79,295.476,287.68,90.676,-0.003,-3.785,287.458,288.357,0.101,0.094,289.525,-20.663,0.215,-0.805,288.119,0.001,0.103,0.002,23.762,4.405,-1.377,73.296,77.98,0.002,0.096,286.167,-6.265,0.002,288.252,0.002,-36.255,85.208,28.172,-0.003,287.895,0.096,1.657,23.796,286.584,23.74,1.889,1.687,23.734,0.097,0.006,43.994,-4.691,23.767,58.108,294.046,23.785,-0.002,1.648,288.071,-3.69,27.445,1.682,286.88,0.097,120.535,27.445,0.006,288.252,0.002,0.092,1501.35,1.653,-1.806,1.691,288.074,0.224,285.094,23.728,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.795,295.329,287.47,90.676,-0.003,-3.857,287.37,288.147,0.102,0.094,289.434,-23.842,0.215,-0.924,288.147,0.001,0.102,0.002,23.762,4.405,-1.258,73.859,77.98,0.002,0.096,286.167,-6.289,0.002,288.105,0.002,-36.681,85.208,28.172,-0.003,287.986,0.097,1.653,23.792,286.584,23.737,2.771,1.691,23.732,0.097,0.006,43.97,-4.715,23.767,58.108,294.046,23.791,-0.002,1.648,288.25,-3.714,27.445,1.682,286.939,0.097,120.595,27.445,0.006,288.105,0.001,0.092,1500.993,1.655,-1.806,1.69,287.867,0.224,285.094,23.728,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.795,295.329,287.47,90.676,-0.003,-3.857,287.37,288.147,0.102,0.094,289.434,-23.842,0.215,-0.924,288.147,0.001,0.102,0.002,23.762,4.405,-1.258,73.859,77.98,0.002,0.096,286.167,-6.289,0.002,288.105,0.002,-36.681,85.208,28.172,-0.003,287.986,0.097,1.653,23.792,286.584,23.737,2.771,1.691,23.732,0.097,0.006,43.97,-4.715,23.767,58.108,294.046,23.791,-0.002,1.648,288.25,-3.714,27.445,1.682,286.939,0.097,120.595,27.445,0.006,288.105,0.001,0.092,1500.993,1.655,-1.806,1.69,287.867,0.224,285.094,23.728,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
1757804421,23.796,295.476,287.532,90.806,-0.002,-3.761,287.458,288.176,0.102,0.094,289.615,-20.663,0.215,-0.876,288.116,0.001,0.103,0.002,23.762,4.405,-1.306,73.779,78.42,0.002,0.096,285.929,-6.36,0.001,288.193,0.002,-36.416,85.071,28.468,-0.002,288.074,0.096,1.657,23.796,286.406,23.738,2.08,1.689,23.728,0.097,0.006,43.922,-4.763,23.767,58.108,294.046,23.791,-0.002,1.648,288.128,-3.618,27.651,1.682,286.936,0.097,120.619,27.651,0.006,288.193,0.001,0.092,1501.35,1.654,-1.735,1.69,287.955,0.224,284.974,23.732,-37.822,disconnected,closed,closed,open,closed,closed,closed,disconnected,closed,fault,open,closed,closed,closed,closed,closed,closed,closed,closed
